series_num,poem_num,0,1,2,3
1,1,0.022911922682471098,0.025168694017498022,0.9279443705249537,0.02397501277507723
1,2,0.9446343975817384,0.01826826868041958,0.018490523295812175,0.01860681044202996
1,3,0.025463148725822175,0.025776470582345813,0.025316001381940713,0.9234443793098914
1,4,0.012746925536188551,0.013112669396653433,0.012750943635892896,0.961389461431265
1,5,0.010150901608199005,0.010204468292161378,0.9694861683758002,0.010158461723839479
1,6,0.03211610515910793,0.031550675018188035,0.033120138458114005,0.90321308136459
1,7,0.03260170464362872,0.032051072204956954,0.0321230131378354,0.903224210013579
1,8,0.012946362097091392,0.01260626893760862,0.012632364372796008,0.961815004592504
1,9,0.880613149485617,0.03827741301779668,0.03751259695675342,0.043596840539832885
1,10,0.008468643153143902,0.008549011796065258,0.008519306301812609,0.9744630387489782
1,11,0.9242361685464818,0.025237324643775573,0.025359538747273334,0.025166968062469142
1,12,0.03273460353101867,0.032184564584877666,0.9017611005202038,0.03331973136389983
1,13,0.0187444218808967,0.018250568121675307,0.018383521318140836,0.9446214886792872
1,14,0.02561740609578301,0.026343217129837893,0.02536937162239459,0.9226700051519845
1,15,0.9812488164640603,0.006200653449032659,0.006285114535654779,0.006265415551252275
1,16,0.9547969563738951,0.015169721334013292,0.014970708589627577,0.015062613702464311
1,17,0.025955072553999665,0.025645696564598985,0.026150112478505377,0.922249118402896
1,18,0.015708197338368028,0.015985325613187787,0.01617286419881959,0.9521336128496246
1,19,0.026385444080280016,0.02582642271194555,0.02549287109482353,0.9222952621129509
1,20,0.010184862979293509,0.9688710903767788,0.010405359104779527,0.0105386875391483
1,21,0.025551362270437618,0.025301334778019775,0.9229973646940565,0.0261499382574862
1,22,0.9124560128791145,0.029433304172745842,0.029056626155037728,0.02905405679310193
1,23,0.028235694664753144,0.9148733494536924,0.028632487999819774,0.028258467881734757
1,24,0.02545321598431266,0.026215632356774553,0.9227843889590067,0.025546762699906134
1,25,0.03151006498901186,0.031290856558722165,0.031407965145902106,0.9057911133063639
1,26,0.025027947957690904,0.026660441005539964,0.921497665833286,0.026813945203483156
1,28,0.01956474490874434,0.019859919146862543,0.941237745195423,0.019337590748970068
1,29,0.023590823969831094,0.023000968316691288,0.023204355875409706,0.9302038518380679
1,30,0.02996211268368472,0.030847559690660768,0.9072684088196166,0.03192191880603805
1,31,0.02117881541706432,0.021942264432326785,0.9356000401824297,0.02127887996817925
1,32,0.9500651026597404,0.016285422413271636,0.017252624345991677,0.016396850580996228
1,33,0.008868918109742208,0.008885854365078551,0.008728190120677331,0.9735170374045019
1,34,0.02948369690297615,0.9111924354336984,0.028785726508023347,0.030538141155302092
1,35,0.026299706181367954,0.026136210176577176,0.02637679640717864,0.9211872872348763
1,36,0.012706430841012563,0.012815737769747756,0.012758060116425836,0.9617197712728139
1,37,0.018338868303869327,0.944242365270347,0.01865669116674638,0.018762075259037347
1,38,0.02595156860062341,0.02552595417561905,0.9223909176264481,0.026131559597309346
1,39,0.007611616452888798,0.9774975932481725,0.007474677973960057,0.007416112324978422
1,40,0.006805053469270127,0.007050179131512822,0.0067898554789036425,0.9793549119203133
1,41,0.010388949736880997,0.010372258487815785,0.010324355570891362,0.9689144362044119
1,42,0.013614716414744238,0.014108807002016208,0.9584543135413998,0.013822163041839648
1,43,0.019550309526058005,0.01977717181499499,0.020627825927387395,0.9400446927315597
1,44,0.017349652953188698,0.017555466106582897,0.9475494376666065,0.01754544327362178
1,45,0.021108656674021974,0.02120559589377094,0.936217406259182,0.02146834117302503
1,47,0.01982490714722207,0.9402796224019345,0.0196560203655791,0.020239450085264205
1,48,0.03669816887841878,0.0367617379373518,0.64387240304445,0.2826676901397793
1,49,0.9406767083244525,0.019681345264059,0.019611855844480025,0.02003009056700841
1,50,0.9396706102610387,0.019593559327011414,0.020281981284139092,0.02045384912781083
1,51,0.904317686060643,0.03151379427425905,0.03160278499605817,0.0325657346690398
1,52,0.017909948671301874,0.018440690279139207,0.018527826403098635,0.9451215346464602
1,53,0.01896548169098768,0.94249546609731,0.01893861507203071,0.01960043713967148
1,54,0.9805368563881818,0.006396546165035075,0.00656705202024571,0.006499545426537322
1,55,0.010571625749594159,0.010672288282394275,0.0106529274873322,0.9681031584806794
1,56,0.026412866802064273,0.025893683116560984,0.025830719543241138,0.9218627305381336
1,57,0.00980672527479457,0.009729972626733367,0.009911994893184476,0.9705513072052876
1,58,0.005173502053140273,0.005222370626062473,0.005193295312567665,0.9844108320082295
1,59,0.01815169579724397,0.944792513791937,0.018411634218389008,0.018644156192430195
1,60,0.0061452411012262575,0.006271502689622395,0.006194900125677568,0.9813883560834739
1,61,0.008223404443246393,0.008157583145989562,0.9753335088465384,0.008285503564225622
1,62,0.8895051628403373,0.035903850713389016,0.037203174600245706,0.037387811846028025
1,63,0.025348612584267294,0.025528858738872597,0.9237356511833479,0.025386877493512403
1,64,0.9127704163024987,0.028504694585682482,0.028308737881200984,0.030416151230617985
1,65,0.028489478930010824,0.9152682656559121,0.02783870169624244,0.028403553717834557
1,66,0.9568508856050337,0.014387420773552883,0.01453449752302122,0.014227196098392195
1,67,0.018283124927208863,0.9447134739418949,0.018650828916319792,0.018352572214576528
1,68,0.01215815095111968,0.9632707453032249,0.012127019205325665,0.012444084540329772
1,69,0.028245753756523613,0.02840598680579773,0.029542139922228768,0.9138061195154499
1,70,0.007304196366168994,0.007348377357996944,0.007320685397592175,0.9780267408782419
1,71,0.019466083270184766,0.9409485910086122,0.01974639892616888,0.019838926795033983
1,72,0.9212515237661418,0.025794687167537543,0.026577776818765678,0.02637601224755492
1,73,0.008768564440251725,0.008981191629410693,0.9733339599019483,0.00891628402838934
1,74,0.019690399134535522,0.01938742966967254,0.019915251956400676,0.9410069192393913
1,75,0.9208023135333625,0.02635630389459601,0.025597018817714968,0.02724436375432633
1,76,0.00980828408922302,0.9705779748867354,0.00986684452371812,0.009746896500323569
1,77,0.01353462127080562,0.013521813566951903,0.9593150163533383,0.01362854880890418
1,79,0.9597382765179471,0.013479900563341977,0.013298236787686416,0.013483586131024497
1,80,0.011487310193020574,0.011438895045245966,0.011390358983749306,0.9656834357779842
1,81,0.023040539672338576,0.02314461078800808,0.9306866051145387,0.023128244425114606
1,82,0.009403190587020185,0.009231422949523865,0.9721244891782342,0.009240897285221763
1,83,0.01408730991088827,0.01424725098483373,0.014255600647493151,0.9574098384567848
1,84,0.011992879803788313,0.9634718512144224,0.012191006518605775,0.012344262463183561
1,85,0.020678395693228865,0.9396576317019942,0.019376819955410338,0.02028715264936653
1,86,0.04357497483469781,0.043603032431829794,0.04429660957701155,0.8685253831564609
1,87,0.019506276373003423,0.019743644040966894,0.9407596942374341,0.019990385348595596
1,88,0.017992422971167658,0.018802215365100912,0.9448083061534531,0.018397055510278225
1,89,0.012104469568130393,0.012134394595662124,0.012173457632489285,0.9635876782037183
1,90,0.02440838876809108,0.26283852635348337,0.6890632620926442,0.023689822785781363
1,91,0.0316689979897319,0.03171882810382635,0.03266137104182094,0.9039508028646208
1,92,0.03744493897874115,0.03637136381241152,0.038187929556155686,0.8879957676526916
1,93,0.04230264949202153,0.0426053729322252,0.872750505531009,0.04234147204474415
1,94,0.021172793596115284,0.020928985744160293,0.02105704488558217,0.9368411757741422
1,95,0.03160105018932745,0.0316990343580972,0.03230104409785485,0.9043988713547205
1,96,0.0319454440984039,0.031705117379453564,0.032137347580100645,0.9042120909420419
1,97,0.9571136178288399,0.014568700801062233,0.014010503106868178,0.014307178263229683
1,98,0.01218299875475446,0.012197608010149966,0.012262061887928777,0.9633573313471667
1,99,0.9347006364835588,0.021908975889818338,0.02131436876461103,0.02207601886201174
1,100,0.029685938352677087,0.028244179693291,0.0290007420149922,0.9130691399390397
1,101,0.9284522387131787,0.023368519632626872,0.02441740613884481,0.023761835515349716
1,102,0.944919739725601,0.018019949409750245,0.018270774363163687,0.0187895365014852
1,103,0.01628119483277278,0.016105492211159443,0.01631341890818989,0.9512998940478778
1,104,0.9405626225277396,0.019632180603431446,0.019743968206005547,0.02006122866282334
1,105,0.01059566537466925,0.010690235876480813,0.010695494968422665,0.9680186037804273
1,106,0.8999699830878493,0.033302563276963223,0.032494377311027334,0.03423307632416012
1,107,0.9288805485688381,0.023637672719811417,0.02368634421091963,0.02379543450043102
1,108,0.015215906446954747,0.015094928608529148,0.015148388395885296,0.9545407765486308
1,109,0.022902410049932338,0.023222100587203844,0.9307137749523972,0.02316171441046676
1,110,0.033012302510083184,0.36106026255378026,0.5723404091640254,0.03358702577211111
1,111,0.01411617349093006,0.9571281945807749,0.014345271137178423,0.01441036079111657
1,112,0.012150152901168835,0.012145492835029924,0.012313450058201511,0.9633909042055998
1,113,0.018116774872988458,0.9447535927738154,0.018250633470161055,0.018878998883035118
1,114,0.02172082187149867,0.022193995507417276,0.02184727488396698,0.934237907737117
1,115,0.05053670580078619,0.050616548635613504,0.8484284493019442,0.05041829626165604
1,116,0.9614734201746836,0.012950720546956862,0.01273996225608744,0.012835897022272212
1,117,0.02860180328439873,0.9141724469630611,0.02815259408326785,0.029073155669272162
1,118,0.03187042584832195,0.031836924914188325,0.03176540220815091,0.9045272470293387
2,1,0.04798331400541576,0.04435653921733142,0.042913651749935014,0.8647464950273178
2,2,0.9604231737646612,0.013378602358112621,0.013328199804345497,0.012870024072880515
2,3,0.013917180049273996,0.013771828060061773,0.013351522466627646,0.9589594694240365
2,4,0.02998567079719177,0.028015979339558787,0.027898456939373626,0.9140998929238758
2,5,0.02159900535510956,0.9352115165374753,0.021391450695809257,0.021798027411605993
2,6,0.01444831232668255,0.9560194935406778,0.015118496530647813,0.01441369760199189
2,7,0.009339685245067104,0.009470554110070214,0.9717392868187912,0.009450473826071502
2,8,0.01362146864328882,0.013841721991608488,0.013385233445971777,0.9591515759191309
2,9,0.01585977192882472,0.01703964801184774,0.016106873737689098,0.9509937063216385
2,10,0.9238959706185456,0.02541551187613379,0.02541647801778832,0.02527203948753242
2,11,0.019580754763939587,0.0192658483067426,0.9411019659357427,0.020051430993575047
2,12,0.0145942670202767,0.014410356789335088,0.9566626348916581,0.01433274129873
2,13,0.011303684360393482,0.9662525012204245,0.01124896016792133,0.011194854251260801
2,14,0.050996513939827265,0.050057248519607654,0.8489079455251207,0.05003829201544429
2,15,0.025301284722826604,0.02625917265563634,0.9226990865538282,0.02574045606770906
2,16,0.8738566757647316,0.04200353995720619,0.04193054747785179,0.04220923680021053
2,17,0.9597667790475037,0.01338195065027954,0.013413668062013015,0.013437602240203806
2,18,0.08719794514482916,0.08564821056272656,0.7408201643667861,0.08633367992565809
2,19,0.030797530627375173,0.029133696786574355,0.02990138646555462,0.9101673861204959
2,20,0.025717130723484555,0.02686110582954164,0.025920776695497437,0.9215009867514764
2,21,0.050093821375710494,0.05008563329851001,0.0500856591289893,0.8497348861967902
2,22,0.02122683960011059,0.021028983680634203,0.02177393976305168,0.9359702369562035
2,23,0.012485436488468987,0.01192247937909603,0.9628558554856432,0.012736228646791595
2,24,0.011348874016386111,0.9662421776580848,0.011217291230682125,0.011191657094847015
2,25,0.9233268258979948,0.025401657162177748,0.025862503594906366,0.025409013344921204
2,26,0.015866069127300687,0.016144157168791768,0.952078862561279,0.015910911142628405
2,27,0.957030002850454,0.014388542088378873,0.014510872695217628,0.014070582365949552
2,28,0.02834034543041782,0.02849907776551291,0.9130840436372283,0.030076533166841016
2,29,0.025481144420028315,0.025189279485203196,0.9239153527237371,0.025414223371031355
2,30,0.05008079336506215,0.0500737515618263,0.05007377389013158,0.8497716811829801
2,31,0.03641991236511487,0.03755689401416181,0.036911009773952994,0.8891121838467704
2,32,0.03635367236928056,0.03629710799171546,0.8906913346267343,0.0366578850122696
2,33,0.0647503916838806,0.06544808370779798,0.06312333655347933,0.806678188054842
2,34,0.015807015467964352,0.015901788190750905,0.9523199974239263,0.015971198917358428
2,35,0.012835609096183032,0.01273534425207636,0.012645247911768019,0.9617837987399727
2,36,0.009295942337959197,0.009211318536402698,0.00932820189571529,0.9721645372299228
2,37,0.018118095210223804,0.018458785351210025,0.9450868071969507,0.018336312241615426
2,38,0.01939881598656936,0.9414288756805884,0.019732992385887764,0.019439315946954444
2,39,0.01543286054979875,0.015063620287756348,0.015228468938054273,0.9542750502243906
2,40,0.06253152554550233,0.8105033667121495,0.06291200248716151,0.06405310525518661
2,41,0.032475839235684006,0.8967202009558326,0.03371962978344238,0.037084330025040926
2,42,0.027806835740967952,0.027899213380391797,0.9164984162873534,0.02779553459128677
2,43,0.9486609966186947,0.018033211731713218,0.016442495719701255,0.016863295929890755
2,44,0.02808719075696693,0.9134653333212158,0.029955759015732938,0.02849171690608452
2,45,0.9232258063103156,0.025392162052738795,0.025607146623182555,0.025774885013763005
2,46,0.011588175590480919,0.011513067971792676,0.9648903606944206,0.012008395743305807
2,47,0.019803319478013354,0.019647398595014895,0.019508300544237748,0.941040981382734
2,48,0.011680863482821153,0.0118465421414648,0.011643696476922118,0.9648288978987919
2,49,0.027831203421146637,0.028541302342562757,0.9154000543447867,0.028227439891503992
2,50,0.012209772763556403,0.01226260844219414,0.9632947909388896,0.012232827855359842
2,51,0.02137291289436888,0.021477840671270287,0.022215365053775207,0.9349338813805858
2,52,0.012364114132566918,0.9624253987317817,0.012439769733730004,0.012770717401921376
2,53,0.009942499323563564,0.009865837694559784,0.010467785759422692,0.969723877222454
2,54,0.028551114705369286,0.9147628192560601,0.027966764065865665,0.028719301972704912
2,55,0.014996533903888104,0.014958836549875868,0.9549291197979197,0.015115509748316339
2,56,0.9723145309623762,0.009160941189033546,0.009511851731110877,0.009012676117479421
2,57,0.9646214787187181,0.0116129381415858,0.01173239346421559,0.012033189675480484
2,59,0.017271258687362664,0.016883483188391325,0.9491064225949275,0.01673883552931838
2,60,0.8905670076203462,0.0363161858640526,0.03626431730327168,0.03685248921232954
2,61,0.00734239766613539,0.9778007649167064,0.007392388854560127,0.007464448562597991
2,62,0.012096647551858134,0.012077633287645415,0.9636004968754639,0.012225222285032705
2,63,0.9663139328785484,0.011045342988299614,0.011120680387922976,0.01152004374522908
2,64,0.01179777135538054,0.011595243255017944,0.011733773267467969,0.9648732121221336
2,65,0.018650366706420493,0.018314303373106994,0.9440489796927497,0.01898635022772274
2,66,0.010565698473968644,0.9685493529515918,0.01036630321278959,0.010518645361649924
2,67,0.023453009594766348,0.023111112352469074,0.023713570051105973,0.9297223080016586
2,68,0.017207019883000253,0.9487931536449201,0.01711095750782222,0.016888868964257505
2,69,0.9566900888056502,0.014459175854616063,0.014231697065922014,0.014619038273811733
2,70,0.021488847603739206,0.02175176475291469,0.022056021521770847,0.9347033661215752
2,71,0.947545455383776,0.017260643953564976,0.017454802931906804,0.017739097730752346
2,72,0.014263848945765404,0.9574740372505965,0.01409344785971733,0.01416866594392078
2,73,0.028334336447615627,0.029508184167392804,0.027960850355906,0.9141966290290856
2,74,0.025722265363418356,0.025950938911025158,0.9225417934352439,0.02578500229031247
2,76,0.00872274908022638,0.009018847825580007,0.8862168357601563,0.09604156733403732
2,77,0.9544068003411674,0.015291094069819546,0.01507437851525815,0.015227727073754804
2,78,0.0185343276306452,0.019232640238121906,0.018520655073592705,0.9437123770576402
2,79,0.008957059939651738,0.9731431083900575,0.008889482534855088,0.009010349135435811
2,80,0.956838200991028,0.01468565233496085,0.014097999313228747,0.014378147360782377
2,81,0.021665670336603066,0.020893314505110092,0.9361464245007708,0.02129459065751614
2,82,0.007592059403841545,0.007557152548961112,0.007490270916605792,0.9773605171305916
2,83,0.012875493703655464,0.9617196721930706,0.012712350384925748,0.012692483718348217
2,84,0.008010182774550097,0.00804868699367976,0.9757516908080015,0.008189439423768636
2,85,0.00895011304339647,0.008874112731095968,0.008897102646344345,0.9732786715791633
2,86,0.0122342958576979,0.9633699259467752,0.012062593428282493,0.012333184767244562
2,87,0.9439990396951924,0.01843191502211203,0.018575364373001745,0.018993680909693826
2,88,0.00907141236868438,0.00909491805821814,0.009098602229317392,0.9727350673437801
2,89,0.012212583754469833,0.012218379098257612,0.012212404686270174,0.9633566324610023
2,90,0.9453941990052019,0.01845150620917066,0.01798616433257971,0.018168130453047757
2,91,0.015269051343616535,0.9535694408606573,0.015556872582385327,0.015604635213340896
2,92,0.025979454151543614,0.9221710360750073,0.02618978398366377,0.0256597257897853
2,93,0.021089790675751105,0.021084419574008768,0.9361599453926684,0.021665844357571653
2,94,0.9731957406704564,0.008947740533431852,0.008860642629467598,0.008995876166644079
2,95,0.008175619711532342,0.008097895885921722,0.008062861917396927,0.975663622485149
2,96,0.011766311679117866,0.01154817187443455,0.9645453288254723,0.012140187620975327
2,97,0.04371264579052398,0.045018215789974475,0.04408425867478399,0.8671848797447176
2,98,0.010406460165241252,0.010386370002583665,0.9685470382925624,0.010660131539612691
2,99,0.9677712018585035,0.0107415914054931,0.010664188027115749,0.010823018708887484
2,100,0.009458447038096339,0.00939620782745775,0.009340225945982982,0.9718051191884629
2,101,0.011669026868296949,0.9644616868515483,0.011887460945489236,0.011981825334665566
2,102,0.02297117182505691,0.9298136274447071,0.02350478017047406,0.023710420559761924
2,103,0.013397398623079378,0.9601458771745921,0.013008985415925078,0.013447738786403441
